안경 데일리메이크업 + 일반데일리 l 이사배(Risabae Makeup),https://youtu.be/VDoAz0j0Y9w,14:59,321050,2016. 6. 10.,https://img.youtube.com/vi/VDoAz0j0Y9w/0.jpg,조르지오아르마니 디자이너 리프트 파운데이션 [SPF20/PA+++] #2 핑크 베이스,호+ 맥 프로롱웨어 컨실러 NC20,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤),투쿨포스쿨 퍼펙트데이 메이크업 픽서 ,바닐라코 프라임 프라이머 피니쉬 파우더 , 슈에무라 하드포뮬라 아콘, 웨이크메이크 펜아이라이너(모내기용,,,,,,,,
요즘 자주하는 데일리메이크업~ l 이사배(Risabae Makeup),https://youtu.be/sKoLcjE5K0A,15:24,188914,2016. 6. 2.,https://img.youtube.com/vi/sKoLcjE5K0A/0.jpg,조르지오아르마니 디자이너 리프트 파운데이션 [SPF20/PA+++] #2 핑크 베이스,맥 (MAC) 프로 롱웨어 컨실러 NC20, 맥 스튜디오 컨실 앤 코렉트 듀오 (레몬 컬러로 하이라이트,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤), 에스쁘아 퍼펙트 오일 컨트롤 프레스드 파우더,스틸라 퍼펙트 아이&치크 팔레트 페어,스틸라 퍼펙트 아이&치크 팔레트 페어,,,,,,,,
비 오는날 메이크업 (Rainy day weather makeup) l 이사배(Risabae Makeup),https://youtu.be/9hWGSwK77YQ,8:47,230228,2016. 5. 19.,https://img.youtube.com/vi/9hWGSwK77YQ/0.jpg,조르지오아르마니 디자이너 리프트 파운데이션 [SPF20/PA+++] #2 핑크 베이스,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤),에스쁘아 페이스 프라임 롱웨어 픽스 미스트 , 에스쁘아 퍼펙트 오일 컨트롤 프레스드 파우더,스킨푸드 생과일 립 앤 치크 세가지맛 딸기,"아리따움 샤인픽스 아이즈 22.시나몬로즈
25.뱀파이어키스", 에스쁘아 퍼펙트 오일 컨트롤 프레스드 파우더, 클리오 킬블랙 워터프루프 펜라이너(점막, 슈에무라 하드포뮬라 아콘, 에뛰드하우스 청순거짓 브로우픽서, 베네피트 베네틴트,스킨푸드 비타 컬러 립스틱(매트) 베이킹 체리레드,,,
네츄럴 누디 데일리메이크업 (Natural Nudy make up) l 이사배(Risabae Makeup),https://youtu.be/8F9-X1890QE,8:17,286317,2016. 5. 13.,https://img.youtube.com/vi/8F9-X1890QE/0.jpg,조르지오아르마니 디자이너 리프트 파운데이션 [SPF20/PA+++] #2 핑크 베이스,클리오 킬커버 리퀴드 컨실러 002 란제리,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤),베네피트 (benefit) 헬로 플로리스 [SPF15] 아이보리, 에스쁘아 퍼펙트 오일 컨트롤 프레스드 파우더# 블러셔,슈에무라 하드 포뮬라 아콘, 에보니펜슬,,,,,,,,
퇴폐미 데일리 메이크업.. l 이사배(Risabae Makeup),https://youtu.be/VtSleWX7HpQ,14:32,346791,2016. 4. 29.,https://img.youtube.com/vi/VtSleWX7HpQ/0.jpg,바닐라코 커버10 퍼펙트 파운데이션 [SPF30/PA++] ,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤),바닐라코 프라임 프라이머 피니쉬 블러 팩트 BLENDING, 슈에무라 하드포뮬라 아콘,,,,,,,,,,,
단발 데일리 메이크업! l 이사배(Risabae Makeup),https://youtu.be/vRKA9dWor6I,14:03,485741,2016. 4. 14.,https://img.youtube.com/vi/vRKA9dWor6I/0.jpg,바닐라코 커버10 리얼 스테이 파운데이션 BP 15,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤), 에스쁘아 퍼펙트 오일컨트롤 파우더, 문샷 파우더 픽서 20, 프로에잇청담 젤아이라이너(브라운, 슈에무라 하드포뮬라 씰브라운, 웨이크메이크 붓펜 아이라이너 브라운(모내기용,웨이크메이크 (WAKEMAKE) 립스티커 만다린,,,,,,,
결혼식 하객 메이크업! l 이사배(Risabae Makeup),https://youtu.be/c2hxXFzJYcY,13:58,877445,2016. 4. 13.,https://img.youtube.com/vi/c2hxXFzJYcY/0.jpg, 헤라 바이탈 리프팅 에센셜 베이스 핑크 + 맥 스트롭크림,클리오 킬커버 리퀴드 컨실러 002 란제리,베네피트 (benefit) 헬로 플로리스 [SPF15] 아이보리,조르지오아르마니 디자이너 리프트 파운데이션 [SPF20/PA+++] #2 핑크 베이스,한율 커버 파운데이션 [SPF15/PA+] 21C 화사한 아이보리,베네피트 (benefit) 헬로 플로리스 [SPF15] 아이보리,미샤 워터프루프 드로잉 아이 펜슬 프렌치코스트,슈에무라 하드 포뮬라 씰 브라운,,,,,,,
놀이공원 야간개장 메이크업! l 이사배(Risabae Makeup),https://youtu.be/XZ5LjYcP89A,19:14,153493,2016. 4. 1.,https://img.youtube.com/vi/XZ5LjYcP89A/0.jpg,조르지오아르마니 디자이너 리프트 파운데이션 [SPF20/PA+++] #2 핑크 베이스,맥 컨실러 195 브러쉬], 바닐라코 프라임 프라이머 피니쉬 블러 팩트 BLENDING,미샤 컬러빔 쉐이더 BR02, 맥 프로롱웨어 페인트팟 레잉로우,클리오 (CLIO) 아트 섀도우 듀오 004 오렌지, 웨이크메이크 이지펜 아이라이너 ,슈에무라 하드 포뮬라 씰 브라운,미샤 더 스타일 뷰티풀 틴트 촉촉 오렌지, 스킨푸드 비타 컬러 워터리루즈 자몽자몽,에스쁘아 페이스 프라임 롱웨어 픽스 미스트 120ml,,,,
봄맞이 레드오렌지 데일리메이크업l 이사배(Risabae Makeup),https://youtu.be/cxzB1NMpTbQ,13:51,255203,2016. 3. 4.,https://img.youtube.com/vi/cxzB1NMpTbQ/0.jpg,조르지오아르마니 디자이너 리프트 파운데이션 [SPF20/PA+++] #2 핑크 베이스,맥 (MAC) 프로 롱웨어 컨실러 NC20,"아리따움 리얼 앰플 브라이트너 1호 핑크 베이지
2호 스킨 베이지",클리오 (CLIO) 아트 블러셔 오렌지피치,헤라 (HERA) 섀도 듀오 9호 쉬폰 오렌지, 더페이스샵 샌드브라운,웨이크메이크 (WAKEMAKE) 디파이닝 젤퀴드 라이너 03 월넛,슈에무라 하드 포뮬라 아콘,,,,,,,
사진빨 잘받는 메이크업! l 이사배(Risabae Makeup),https://youtu.be/VidaeMh8Tnk,19:30,1118963,2016. 2. 25.,https://img.youtube.com/vi/VidaeMh8Tnk/0.jpg,맥 (MAC) 스트롭 크림 핑크라이트(오리지널) 핑크라이트(오리지널), VDL 퍼팩팅 레스트 파운데이션 A03※사배님의 바디톤과 흡사한 색※사배님은 바디톤보다 얼굴톤이 밝으십니다※맥 19,"아리따움 리얼 앰플 브라이트너 1호 핑크 베이지
2호 스킨 베이지", 맥 페인트팟 레잉로우 (눈두덩이음영,,,,,,,,,,,
세미 서양인 데일리메이크업! l 이사배(Risabae Makeup),https://youtu.be/ZZAsJTPx06U,17:03,739869,2016. 2. 18.,https://img.youtube.com/vi/ZZAsJTPx06U/0.jpg, 맥 프로롱웨어 컨실러 NC20 (눈주변,슈에무라 하드포뮬러 실브라운※남은 컨실러를 (맥 프로롱웨어 컨실러 NC20, 에뛰드 하우스 오토립라이너(브라운,스킨푸드 생과일 립 앤 치크 세가지맛 자두,베네피트 (benefit) 헬로 플로리스 [SPF15] 아이보리, 베네피트 하이브로우 글로우※하이라이터로 사용,,,,,,,,,
바쁘다 바뻐! 10분! 퀵 데일리 메이크업!l 이사배(Risabae Makeup),https://youtu.be/iJXtxT1iUXI,9:53,958403,2016. 1. 27.,https://img.youtube.com/vi/iJXtxT1iUXI/0.jpg, 프로에잇청담 젤 아이라이너 브라운,맥 (MAC) 프로 롱웨어 컨실러 NC20,베네피트 (benefit) 헬로 플로리스 [SPF15] 아이보리,베네피트 (benefit) 헬로 플로리스 [SPF15] 아이보리,"아리따움 리얼 앰플 브라이트너 1호 핑크 베이지
2호 스킨 베이지",,,,,,,,,,
루비우! 데일리 메이크업~ l 이사배(Risabae Makeup),https://youtu.be/nkXbngAQy-c,19:57,383858,2016. 1. 25.,https://img.youtube.com/vi/nkXbngAQy-c/0.jpg, 맥 컨실러 팬,슈에무라 하드 포뮬라 씰 브라운,에뛰드하우스 청순 거짓 브라우 카라 1호 리치 브라운, 맥 컨실러 팬, 맥 메이크 유어 마인※하이라이터 팬슬(베네피트 하이라이터 브로우,,,,,,,,,,
주목! 받는 새내기 메이크업!! l 이사배(Risabae Makeup),https://youtu.be/-XBfPAXdDU4,20:00,522660,2016. 1. 21.,https://img.youtube.com/vi/-XBfPAXdDU4/0.jpg,번 블랙브라운,,,,,,,,,,,,,,
레드브라운 스모키 메이크업! l 이사배(Risabae Makeup),https://youtu.be/0CYcHwSaXCQ,34:20:00,299377,2016. 1. 15.,https://img.youtube.com/vi/0CYcHwSaXCQ/0.jpg,한율 커버 파운데이션 [SPF15/PA+] 21C 화사한 아이보리, 맥 프로롱웨어 컨실러 NC20(얼굴중앙~, 맥 컨실러 팬슬 NC15/NW20,슈에무라 하드 포뮬라 아콘,,,,,,,,,,,
보호본능을 자극하는... 청순 데일리 메이크업!! l 이사배(Risabae Makeup),https://youtu.be/7xnfmsg_zfo,29:06:00,1421610,2016. 1. 8.,https://img.youtube.com/vi/7xnfmsg_zfo/0.jpg,맥 (MAC) 스트롭 크림 실버라이트 ,닥터자르트 BB 터치업 브러쉬 , 맥 컨실러팬슬 NC20,스킨푸드 생과일 립 앤 치크 세가지맛 무화과, 맥 컨실러팬슬 nc15/nw20, 에뛰드하우스 오토 립라이너 소프트로즈 (언더,슈에무라 하드 포뮬라 씰 브라운,스킨푸드 생과일 립 앤 치크 세가지맛 무화과,,,,,,,
연말 파티 메이크업! l 이사배(Risabae Makeup),https://youtu.be/cCaZhljLJX0,40:18:00,215174,2015. 12. 28.,https://img.youtube.com/vi/cCaZhljLJX0/0.jpg, 에스쁘아 페이스 프라임 모이스트 피니쉬,"아리따움 리얼 앰플 브라이트너 1호 핑크 베이지
2호 스킨 베이지", 베네피트 하이브로우 글로우, 베네피트 헬로플로리스 샴페인◆피카소 10,토니모리 (TONYMORY) 크리스탈 티어글리터 아이라이너 1호 화이트, 슈에무라 하드포뮬라 씰브라운,,,,,,,,,
[Eng] 요청 많았던 인스타 데일리 메이크업 2가지 l 이사배(RISABAE Makeup),https://youtu.be/ngqPKrNZcvg,15:02,1393123,2017. 12. 1.,https://img.youtube.com/vi/ngqPKrNZcvg/0.jpg,PRO TAILOR FOUNDATION PETAL Y(꾸셀브러쉬/클리오수분라텍스,프로롱웨어 워터프루프 브로우 셋 브라운에보,인지니어스 크림&파우더 아이즈 0,바비 브라운 롱웨어 젤 아이라이너 에스프레소 잉크(브라운톤이 가미된 블랙),인지니어스 크림&파우더 아이즈 0,,,,,,,,,,
화려하고싶은 연말 메이크업 Holiday Makeup l 이사배(RISABAE Makeup),https://youtu.be/rf6lN3tBLlE,13:33,730310,2017. 12. 23.,https://img.youtube.com/vi/rf6lN3tBLlE/0.jpg, 한스킨 HANSKIN 수퍼라이트 터치 비비크림 super light touch BB cream,엘리자베스아덴 에잇아워 크림 프래그런스 프리 ,슈에무라 스테이지 퍼포머 프레쉬 틴트 올인원 하이드레이팅 유브이 쿠션 [SPF38/PA+++] 샌드,한스킨 블레미쉬 커버 브라이트,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤), RMK 인 지니어스 크림&파우더 아이즈 02 베이지골드 ingenious cream&powder eyes 02 Beige Gold,VT (브이티코스메틱) 데일리 팔레트 02 핑크브리즈,바비 브라운 롱웨어 젤 아이라이너 에스프레소 잉크(브라운톤이 가미된 블랙),헤라 (HERA) 섀도 듀오 6호 메탈릭 브라운," 베네피트 Benefit 프리사이슬리 마이 브로우 펜슬 3 PRECISELY, MY BROW PENCIL 3",스틸라 스테이 올 데이 리퀴드 립스틱 Aria(아리아),VT (브이티코스메틱) 데일리 팔레트 02 핑크브리즈,,,
[Eng] 2018 바이올렛 메이크업 Violet Makeup Tutorial l 이사배(RISABAE Makeup),https://youtu.be/rWWndEK9NzM,15:50,361980,2018. 1. 25.,https://img.youtube.com/vi/rWWndEK9NzM/0.jpg,메이크업포에버 (MAKE UP FOR EVER) 울트라 HD 인비저블 커버 파운데이션 (UHD 파운데이션) Y255 Sand beige,메이크업포에버 (MAKE UP FOR EVER) 울트라 HD 프레스드 파우더 ,스틸라 매그니피센트 메탈 글리터 & 글로우 리퀴드 아이섀도우 원더러스트,메이크업포에버 (MAKE UP FOR EVER) 울트라 HD 인비저블 커버 파운데이션 (UHD 파운데이션) Y255 Sand beige,나스 (NARS) 래디언트 크리미 컨실러 크렘 뷜레,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤),메이크업포에버 (MAKE UP FOR EVER) 울트라 HD 프레스드 파우더 ,캣본디 (KatVonD) 셰이드 + 라이트 페이스 컨투어 팔레트 ,캣본디 (KatVonD) 셰이드 + 라이트 페이스 컨투어 팔레트 ,메이크업포에버 (MAKE UP FOR EVER) 아티스트 컬러 섀도우 D-926 블루베리,스틸라 매그니피센트 메탈 글리터 & 글로우 리퀴드 아이섀도우 원더러스트,슈에무라 하드 포뮬라 씰 브라운, 로라메르시에 laura mercier 매트 래디언스 베이크드 파우더 하이라이트,맥 (MAC) 립텐시티 립스틱 헬레보레,
[당첨자 발표] 뭘 좋아할지 몰라서 다 이사배(RISABAE Makeup),https://youtu.be/6FeSLU6tBxg,20:14,97344,2019. 9. 28.,https://img.youtube.com/vi/6FeSLU6tBxg/0.jpg,더 퍼스트 이지 드로잉 젤 아이라이너 #블랙,디올 DIOR 디올스킨 미네랄 누드 글로우 #001 코랄키,,,,,,,,,,,,,
[Eng] 갈 때 꼭! 챙기는 필수템 (출장&여행) l 이사배(RISABAE Makeup),https://youtu.be/vR8NPTKi7t4,11:23,214005,2019. 4. 8.,https://img.youtube.com/vi/vR8NPTKi7t4/0.jpg, 포맨 프리미엄 오리지널 슈퍼매트 미니왁,,,,,,,,,,,,,,
2018 잘~썼다! 아이템 TOP 9 l 이사배(RISABAE Makeup),https://youtu.be/P0-gKMq48aI,13:41,1128502,2018. 12. 29.,https://img.youtube.com/vi/P0-gKMq48aI/0.jpg,슈에무라 루즈 언리미티드 슈프림 마뜨 M BG944 타르트베이지, 더마토리 하이포알러제닉 시카 레스큐 거즈 패드 10,루나 프로 포토 피니셔 - 블러파우더 , 웨이크메이크 스티커 브로우 1,베네피트 (benefit) 프리사이슬리 마이 브로우 펜슬 1 쿨 라이트 블론드, 바비브라운 크러쉬드 립칼라 카바나 3,,,,,,,,,
[Eng] 유용한 뷰티아이템 10가지 l 이사배(RISABAE Makeup),https://youtu.be/1hFaNvJqUnA,15:24,683937,2018. 7. 25.,https://img.youtube.com/vi/1hFaNvJqUnA/0.jpg,라로슈포제 세범 컨트롤 토닝 미스트 세로징크 150ml, 이레이저 어딕션 , 웨이크메이크 스티커 브로우 1,에스쁘아 벨벳드로잉 아이펜슬 텐더 원더(차분한 핑크베이지), 크리니크 치크 팝 01 진저 팝 3," 맥 버시컬러 스테인 포에버, 달링 8",,,,,,,,,
[Eng]궁금해하셨던! 네츄럴 웨이브 이사배(RISABAE Makeup),https://youtu.be/HALJEhZMcx4,11:29,655440,2018. 2. 15.,https://img.youtube.com/vi/HALJEhZMcx4/0.jpg, 맥 클리어 브로우 세트 투명 컬러# BGM,,,,,,,,,,,,,,
[Eng] 자기관리어떻게하세요? 나만의 셀프 케어아이템 소개! Self Care Items l 이사배(RISABAE Makeup),https://youtu.be/wjpcygWoOHo,13:26,446597,2018. 1. 8.,https://img.youtube.com/vi/wjpcygWoOHo/0.jpg,라로슈포제 시카플라스트 젤 ,,,,,,,,,,,,,,
[Eng] 요즘 매~일 바르는 립 My Favorite EVERYDAY Lip Colors l 이사배(RISABAE Makeup),https://youtu.be/hJ_3kXMV6Ig,7:57,972681,2017. 11. 12.,https://img.youtube.com/vi/hJ_3kXMV6Ig/0.jpg,배드스킨 립 서비스 트리트먼트 ,,,,,,,,,,,,,,
[이사배XEspoir] 내 얼굴에 젤 예쁜 컬러 찾기! 에스쁘아 페이스 코렉팅 & 립팔레트 전격분석~ l 이사배(Risabae Makeup),https://youtu.be/O1px_I5fTJg,19:37,527382,2017. 1. 10.,https://img.youtube.com/vi/O1px_I5fTJg/0.jpg,에스쁘아 코렉팅 페이스트 [SPF30/PA++] 1 그린,에스쁘아 코렉팅 페이스트 [SPF30/PA++] 4 옐로우,에스쁘아 컬러 마스터 립 팔레트 모디스트,,,,,,,,,,,,
10 Best Cosmetic Products of the Year 2016 잘~썼다! 아이템 BEST 10 l 이사배(Risabae Makeup),https://youtu.be/yfzp-FOgDRw,10:58,581440,2016. 12. 27.,https://img.youtube.com/vi/yfzp-FOgDRw/0.jpg, 에스쁘아 퍼펙트 오일 컨트롤 프레스드 파우더02, 맥 프로 롱웨어 페인트 팟 레잉로우04, 베네피트 하이브로우 글로우07,프로에잇청담 (PRO 8 CHEONGDAM) 리퀴드 디파인 라이너 블랙,토니모리 (TONYMORY) 립톤 겟잇 틴트 3호 플레이오렌지,에스쁘아 루드시크 립스틱 노웨어 M 크러쉬드,,,,,,,,,
Best Moisturizing products 겨울 꿀보습템 5가지 추천! l 이사배(Risabae Makeup),https://youtu.be/UOlPMeJn4Cs,11:58,386534,2016. 12. 23.,https://img.youtube.com/vi/UOlPMeJn4Cs/0.jpg,모아트 벨벳 립스틱 R1 샌드 로즈, 배드스킨 립 서비스 허니 밤 립 트리트먼트 1, 엘리자베스아덴 에잇아워 크림 스킨 프로텍턴트 오리지날 5,,,,,,,,,,,,
해외 코스메틱 5가지 리뷰~ l 이사배(Risabae Makeup),https://youtu.be/m-3ZshGO3Xs,7:36,186572,2016. 11. 2.,https://img.youtube.com/vi/m-3ZshGO3Xs/0.jpg, 라뒤레 페이스 컬러 로즈 꽃잎 블러셔 0,,,,,,,,,,,,,,
가을 립♡ 꿀~조합 추천!! l 이사배(Risabae Makeup),https://youtu.be/DK1M_1xtKKY,16:01,327003,2016. 9. 26.,https://img.youtube.com/vi/DK1M_1xtKKY/0.jpg,손앤박 투웨이 립 초크 브릭,웨이크메이크 (WAKEMAKE) 스키니 립 크레용 5호 라즈베리,웨이크메이크 (WAKEMAKE) 스키니 립 크레용 3호 탠저린,로레알파리 컬러리쉬 르 엑스트라 오디네어 벨벳라커 사마리텐 베이지,우드버리 퍼펙트 울트라 립펜슬 벨벳매트 슈가 로즈,로라메르시에 누드 립 글라세 베어 네이키드(베이지 샴페인),,,,,,,,,
리얼테크닉 브러쉬 리뷰 Real Techniques Brush Review l 이사배(Risabae Makeup),https://youtu.be/Qjgv9LNk7yw,17:23,313032,2016. 8. 15.,https://img.youtube.com/vi/Qjgv9LNk7yw/0.jpg,스틸라 퍼펙트 아이&치크 팔레트 미디움,,,,,,,,,,,,,,
저렴이블러셔 6개 추천+예쁘게 바르는 법l 이사배(Risabae Makeup),https://youtu.be/w--FzxCiZ3o,15:57,1160842,2016. 7. 8.,https://img.youtube.com/vi/w--FzxCiZ3o/0.jpg," 미샤 컬러빔 쉐이더 BR01 샌드브라운 (\7,800",클리오 (CLIO) 아트 블러셔 오렌지피치,베네피트 (benefit) 헬로 플로리스 [SPF15] 아이보리,,,,,,,,,,,,
저렴이 음영섀도우 10개 추천! l 이사배(Risabae Makeup),https://youtu.be/iDm7OoElKXs,11:52,964062,2016. 6. 24.,https://img.youtube.com/vi/iDm7OoElKXs/0.jpg,삐아 플러시 섀도우 05 골덴,,,,,,,,,,,,,,
기다렸다! 사배의 저렴이 브러쉬 특집! l 이사배(Risabae Makeup),https://youtu.be/txTik4DU4Mk,40:26:00,1906484,2015. 12. 17.,https://img.youtube.com/vi/txTik4DU4Mk/0.jpg,스킨푸드 아이라이너브러쉬(300,스킨푸드 아이라이너브러쉬(300,,,,,,,,,,,,,
이사배의~ 컨실러 특집! l 이사배(Risabae Makeup),https://youtu.be/laLtFmMBxKg,16:02,1680795,2015. 11. 18.,https://img.youtube.com/vi/laLtFmMBxKg/0.jpg,"아리따움 리얼 앰플 브라이트너 1호 핑크 베이지
2호 스킨 베이지",스킨푸드 생과일 립 앤 치크 세가지맛 무화과,한스킨 블레미쉬 커버 다크서클 살구,스킨푸드 연어 다크서클 컨실러 크림 1호 살몬 블루밍, 검푸른 다크서클톤다운핑크컬러(크리니크컨실러,바비 브라운 인텐시브 스킨 세럼 코렉터 라이트 피치,크리니크 (CLINIQUE) 라인 스무딩 컨실러 02 라이트,스킨푸드 연어 다크서클 컨실러 크림 2호 살몬 베이지,맥 (MAC) 프로 롱웨어 컨실러 NC20,시세이도 스포츠 커버 파운데이션 S100,"아리따움 리얼 앰플 브라이트너 1호 핑크 베이지
2호 스킨 베이지",맥 (MAC) 프로 롱웨어 컨실러 NC20,한스킨 블레미쉬 커버 내츄럴,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤),시세이도 스포츠 커버 파운데이션 S100
[Eng] 겟레디윗미+브이로그 Jeju Fan Meet Up GRWM + Vlog (Day 1) l 이사배(RISABAE Makeup),https://youtu.be/BLtYox0sweg,18:59,470076,2018. 3. 8.,https://img.youtube.com/vi/BLtYox0sweg/0.jpg,인지니어스크림&파우더 아이즈 02 베이지골,,,,,,,,,,,,,,
[Eng]겟레디윗미! 인터뷰 + 서재페 l 이사배(RISABAE Makeup),https://youtu.be/ndLpCGX7mjg,19:15,377732,2018. 5. 25.,https://img.youtube.com/vi/ndLpCGX7mjg/0.jpg,메이크업포에버 (MAKE UP FOR EVER) 울트라 HD 프레스드 파우더 ,인지니어스 크림&파우더 아이즈 0,,,,,,,,,,,,,
[Eng] 겟레디윗미! 청하메이크업하고 청하님 GRWM! ChungHa Cover Makeup Tutorial l 이사배(RISABAE Makeup),https://youtu.be/oRXuZeuXvdA,18:02,742166,2018. 5. 31.,https://img.youtube.com/vi/oRXuZeuXvdA/0.jpg,로라메르시에 시크릿 카뮤플라지 SC3(노랗거나 핑크 톤의 보통 피부톤),,,,,,,,,,,,,,
꿀팁 + 장난기 가득한 l 이사배(RISABAE Makeup),https://youtu.be/G2Tkohp4ZNs,9:26,1141528,2018. 6. 21.,https://img.youtube.com/vi/G2Tkohp4ZNs/0.jpg, Long Wear Brow Gel Cream Cinnamon Brown*원래 눈썹보다 좀 더 도톰하게 그렸어요베네피트 , Cheek pop/Blush pop 05 nude pop#립웨이크 메이크 ,,,,,,,,,,,,,
l 이사배(RISABAE Makeup),https://youtu.be/MjhCUHbDLVo,22:17,539361,2018. 11. 20.,https://img.youtube.com/vi/MjhCUHbDLVo/0.jpg,스킨 파라다이스 블루밍 쿠션 파운데이션 #소프트샌,메이크업포에버 (MAKE UP FOR EVER) 울트라 HD 프레스드 파우더 ,,,,,,,,,,,,,
[GRWM] 필카느낌 셀카잘나오는 l 이사배(RISABAE Makeup),https://youtu.be/y0zQgUWpzHk,14:22,318531,2019. 1. 4.,https://img.youtube.com/vi/y0zQgUWpzHk/0.jpg,엘리자베스아덴 Elizabeth Arden 에잇아워 크림 스킨 프로텍턴,스킨파라다이스 블루밍 쿠션 파운데이션 #소프트 샌,더 퍼스트 젤 아이라이너 #블랙,,,,,,,,,,,,
[Eng] 섬에서 준비하는 휴양지 메이크업 + l 이사배(RISABAE Makeup),https://youtu.be/tvgdRGGlKuo,23:32,270018,2019. 6. 1.,https://img.youtube.com/vi/tvgdRGGlKuo/0.jpg,크림&파우더 아이컬러 #네이키드 브론,,,,,,,,,,,,,,
[Eng] 3년 묵은 프로필 사진 + 촬영 l 이사배(RISABAE Makeup),https://youtu.be/qDPX61rykPk,13:59,316120,2019. 6. 19.,https://img.youtube.com/vi/qDPX61rykPk/0.jpg,메이크업포에버 (MAKE UP FOR EVER) UHD 컨실러 22 샌드 베이지,삐아 라스트 블러쉬 - 블러셔 03 피치블로썸,VT (브이티코스메틱) 데일리 팔레트 02 핑크브리즈,더 퍼스트 젤 아이라이너 #블랙,,,,,,,,,,,
[Eng]샤넬에서 메이크업까지 이사배(RISABAE Makeup),https://youtu.be/MN_7nmzyWUc,18:11,263538,2019. 6. 27.,https://img.youtube.com/vi/MN_7nmzyWUc/0.jpg,샤넬 르 루쥬 크레용 드 꿀뢰르 푸시아,a]#아이라이너샤넬 ,샤넬 르 볼륨 드 샤넬 느와르,,,,,,,,,,,,
[Eng] 저 출근했어요! 깔끔화사한 직장인 + Vlog l 이사배(RISABAE Makeup),https://youtu.be/cvuToA8FIks,19:36,585222,2019. 8. 19.,https://img.youtube.com/vi/cvuToA8FIks/0.jpg,정샘물 아티스트 컨투어 팔레트 ,,,,,,,,,,,,,,
[당첨자발표]내가 잠옷이 내추럴 빈티지 메이크업 + 촬영 l 이사배(RISABAE Makeup),https://youtu.be/zQF2gTHSbOU,15:55,220671,2019. 9. 21.,https://img.youtube.com/vi/zQF2gTHSbOU/0.jpg,메이크업포에버 (MAKE UP FOR EVER) 울트라 HD 프레스드 파우더 ,,,,,,,,,,,,,,
[당첨자 발표] 뭘 좋아할지 몰라서 다 이사배(RISABAE Makeup),https://youtu.be/6FeSLU6tBxg,20:14,97344,2019. 9. 28.,https://img.youtube.com/vi/6FeSLU6tBxg/0.jpg,더 퍼스트 이지 드로잉 젤 아이라이너 #블랙,디올 DIOR 디올스킨 미네랄 누드 글로우 #001 코랄키,,,,,,,,,,,,,
5일동안 메이크업으로 + VLOG,https://youtu.be/Lk9f4Nm8qCw,20:40,157797,2019. 10. 16.,https://img.youtube.com/vi/Lk9f4Nm8qCw/0.jpg,메이크업포에버 (MAKE UP FOR EVER) 울트라 HD 프레스드 파우더 , 맥 MAC 테크나콜 라이너 #그래프 블랙 Technakohl Liner #Graphblack#눈썹 , 디어 달리아 DEAR DAHLIA 립 파라다이스 에포트리스 매트 립스틱 #M101 베일,,,,,,,,,,,,
[Eng] 핑크 한 방울 메이크업(+언니네 쌀롱 제작발표회 VLOG) Mauve Pink Makeup Tutorial l 이사배(RISABAE Makeup),https://youtu.be/OpMMXbzgxx8,13:55,225462,2019. 11. 8.,https://img.youtube.com/vi/OpMMXbzgxx8/0.jpg,맥 190 / MAC 190]#컨실러,,,,,,,,,,,,,,
[이사배 뷰티카드] IBK x RISABAE Beauty Card 30' ver.,https://youtu.be/e6CK6MSYs_g,0:31,61046,2019. 7. 29.,https://img.youtube.com/vi/e6CK6MSYs_g/0.jpg," 이니스프리, 스킨푸드, 아리따움, 토니모리, 더 페이스샵, 미샤, 에뛰드하우스, 더샘, 네이쳐리퍼블릭, 잇츠스킨 외 (기타 뷰티샵",,,,,,,,,,,,,,
언니덕에 처음 가본 야경 보며 진심토크(?)와 같이 준비하고 먹고 즐겨요!ㅣ다람쥐생활,https://youtu.be/18yraDpyTj4,16:46,97806,2018. 8. 10.,https://img.youtube.com/vi/18yraDpyTj4/0.jpg,라네즈 아이브로우 쿠션-카라 투톤브라운,스틸라 스테이 올 데이 리퀴드 립스틱 Aria(아리아),,,,,,,,,,,,,
[primera/프리메라] 이사배 추천! 초민감피부 스킨케어 루틴 #이사배시카,https://youtu.be/0XmGgU6QT7c,0:31,2642607,2018. 6. 27.,https://img.youtube.com/vi/0XmGgU6QT7c/0.jpg,프리메라 리페어빈 시카 에센스 ,,,,,,,,,,,,,,
