(ENG) 씨스타 보라 썸머 메이크업 Sistar Bora Summer Makeup | SSIN,https://youtu.be/VlWIVjMhve4,5:57,645258,2015. 7. 3.,https://img.youtube.com/vi/VlWIVjMhve4/0.jpg,케이트 커버 컨실러 NB,바닐라코 아이 러브 브로우 스타일링 오토 펜슬 01 Light Brown,맥 (MAC) 맥 이즈 뷰티 립스틱 릴 섹시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 태민 괴도 메이크업 Taemin Danger Cover Makeup | SSIN,https://youtu.be/bk-V1ZTbUa0,5:13,661963,2015. 3. 15.,https://img.youtube.com/vi/bk-V1ZTbUa0/0.jpg,바닐라코 아이 러브 브로우 스타일링 오토 펜슬 01 Light Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 앰버 메이크업 Amber [Shake that brass] Cover Makeup | SSIN,https://youtu.be/fSL4jBYpBoo,5:29,371118,2015. 3. 17.,https://img.youtube.com/vi/fSL4jBYpBoo/0.jpg,랑콤 뗑 미라클 핏 파운데이션 [SPF25/PA+++] O - 015 크림 베이지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 엑소 카이 메이크업 EXO KAI cover makeup tutorial | SSIN,https://youtu.be/BWLy0jwEIVg,6:30,1719263,2015. 2. 9.,https://img.youtube.com/vi/BWLy0jwEIVg/0.jpg,네이처리퍼블릭 슈퍼 아쿠아 맥스 컴비네이션 수분크림 ,캐트리스 올라운드 컨실러 ,네이처리퍼블릭 보테니컬 크림 컨실러 23호 내추럴베이지,어반디케이 (URBAN DECAY) 네이키드 2 아이섀도우 팔레트 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 블락비 지코 메이크업 Block b ZICO cover makeup tutorial,https://youtu.be/si8JNa9q81o,4:41,526044,2015. 1. 12.,https://img.youtube.com/vi/si8JNa9q81o/0.jpg,아리따움 월드글램 코팅 틴트 파리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
블랙핑크 제니 메이크업 Blackpink Jennie makeup tutorial | SSIN,https://youtu.be/pnH1Oqxiing,6:24,561746,2017. 7. 10.,https://img.youtube.com/vi/pnH1Oqxiing/0.jpg,키엘 캑터스 플라워 & 티벳탄 진생 하이드레이팅 미스트 75ml,투쿨포스쿨 아트클래스 스튜디오 컨실드 크렘 3호 허니,문샷 마이크로핏 쿠션 301,루나 에센스 수분광 팩트 AD [SPF50+/PA+++] 퓨어 베이지,슈에무라 글로우 온 P 소프트 코랄 332,투쿨포스쿨 아트클래스 스튜디오 컨실드 크렘 3호 허니,베네피트 (benefit) 프리사이슬리 마이 브로우 펜슬 3 웜 라이트 브라운,어퓨 컬러 립 스테인(벨벳틴트) RD101 원바이원(라뮤끄에디션),,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 방탄소년단 정국 메이크업 BTS Jungkook inspired makeup | SSIN,https://youtu.be/RsKSwaLKMDM,8:11,900371,2015. 11. 10.,https://img.youtube.com/vi/RsKSwaLKMDM/0.jpg,손앤박 뷰티 워터 토닝 패드 ,키엘 수퍼 멀티 코렉티브 크림 ,손앤박 올 댓 쉬머링 키트 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 방탄소년단 '쩔어' 지민 메이크업 : BTS 'Dope' Jimin Inspired Makeup | SSIN,https://youtu.be/kPlr1MiMKYY,6:32,1332648,2015. 8. 19.,https://img.youtube.com/vi/kPlr1MiMKYY/0.jpg,아이오페 퍼펙트 드로잉 젤 라이너 03호 쉬머 브라운,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seventeen Wonwoo makeup tutorial 세븐틴 원우 서가대 환청남 메이크업 | SSIN,https://youtu.be/AcOqunj-iYk,5:56,559892,2016. 2. 26.,https://img.youtube.com/vi/AcOqunj-iYk/0.jpg,세타필 모이스춰라이징 크림 85g(10,스킨푸드 미네랄 슈가 트리플 섀도우 7호 라즈베리 타르트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 빅스 LR 'Beautiful Liar' 레오 메이크업 | SSIN,https://youtu.be/GduYvci56yo,7:39,546441,2015. 11. 30.,https://img.youtube.com/vi/GduYvci56yo/0.jpg,키엘 수퍼 멀티 코렉티브 크림 ,끌레드뽀 보떼 꼬렉뙤르 비자쥬 [SPF25/PA+++] 아몬드,문샷 라인 퍼포머 펜슬 딥 블랙,손앤박 립 크레용 드라이플라워,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 방탄소년단 정국 메이크업 BTS Jungkook inspired makeup | SSIN,https://youtu.be/RsKSwaLKMDM,8:11,900371,2015. 11. 10.,https://img.youtube.com/vi/RsKSwaLKMDM/0.jpg,손앤박 뷰티 워터 토닝 패드 ,키엘 수퍼 멀티 코렉티브 크림 ,손앤박 올 댓 쉬머링 키트 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 위너 송민호 메이크업 WINNER Song MINO Inspired Makeup | SSIN,https://youtu.be/9V0DSdpOjIk,6:55,707627,2015. 9. 14.,https://img.youtube.com/vi/9V0DSdpOjIk/0.jpg,케이트 미네랄 BB 젤 크림 고기능 메이크업 베이스&파운데이션 일체형 얇게 발라도 우수한 커버력으로 입체적이고 생기있는 피부연출,문샷 파우더 픽서 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 방탄소년단 '쩔어' 지민 메이크업 : BTS 'Dope' Jimin Inspired Makeup | SSIN,https://youtu.be/kPlr1MiMKYY,6:32,1332648,2015. 8. 19.,https://img.youtube.com/vi/kPlr1MiMKYY/0.jpg,아이오페 퍼펙트 드로잉 젤 라이너 03호 쉬머 브라운,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 엑소 백현 서가대 메이크업 EXO Baekhyun Makeup | SSIN,https://youtu.be/lW4CsraOzfQ,4:28,936027,2015. 6. 29.,https://img.youtube.com/vi/lW4CsraOzfQ/0.jpg,케이트 커버 컨실러 NB,"미샤 클로징 커버 펜슬 컨실러 21호
23호",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 뱅뱅뱅 지드래곤 메이크업 Bang Bang Bang GD makeup | SSIN,https://youtu.be/PnCQMWED8TA,7:07,1558198,2015. 7. 11.,https://img.youtube.com/vi/PnCQMWED8TA/0.jpg,베카 (Becca) 쉬머링 스킨 퍼펙터 프레스드 하이라이터 문스톤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 2NE1 씨엘 메이크업 CL inspired makeup tut | SSIN,https://youtu.be/EbOqqSCjoGI,6:05,1524646,2015. 9. 16.,https://img.youtube.com/vi/EbOqqSCjoGI/0.jpg,스킨푸드 미네랄 슈가 트리플 섀도우 4호 플럼 브라운,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 위너 송민호 메이크업 WINNER Song MINO Inspired Makeup | SSIN,https://youtu.be/9V0DSdpOjIk,6:55,707627,2015. 9. 14.,https://img.youtube.com/vi/9V0DSdpOjIk/0.jpg,케이트 미네랄 BB 젤 크림 고기능 메이크업 베이스&파운데이션 일체형 얇게 발라도 우수한 커버력으로 입체적이고 생기있는 피부연출,문샷 파우더 픽서 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 방탄소년단 '쩔어' 지민 메이크업 : BTS 'Dope' Jimin Inspired Makeup | SSIN,https://youtu.be/kPlr1MiMKYY,6:32,1332648,2015. 8. 19.,https://img.youtube.com/vi/kPlr1MiMKYY/0.jpg,아이오페 퍼펙트 드로잉 젤 라이너 03호 쉬머 브라운,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 블락비 피오 메이크업 Block.B P.O inspired makeup | SSIN,https://youtu.be/1th2Obf38N4,6:59,464146,2015. 8. 12.,https://img.youtube.com/vi/1th2Obf38N4/0.jpg,아이오페 퍼펙트 드로잉 젤 라이너 03호 쉬머 브라운,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 뱅뱅뱅 지드래곤 메이크업 Bang Bang Bang GD makeup | SSIN,https://youtu.be/PnCQMWED8TA,7:07,1558198,2015. 7. 11.,https://img.youtube.com/vi/PnCQMWED8TA/0.jpg,베카 (Becca) 쉬머링 스킨 퍼펙터 프레스드 하이라이터 문스톤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 엑소 백현 서가대 메이크업 EXO Baekhyun Makeup | SSIN,https://youtu.be/lW4CsraOzfQ,4:28,936027,2015. 6. 29.,https://img.youtube.com/vi/lW4CsraOzfQ/0.jpg,케이트 커버 컨실러 NB,"미샤 클로징 커버 펜슬 컨실러 21호
23호",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 씨스타 보라 썸머 메이크업 Sistar Bora Summer Makeup | SSIN,https://youtu.be/VlWIVjMhve4,5:57,645258,2015. 7. 3.,https://img.youtube.com/vi/VlWIVjMhve4/0.jpg,케이트 커버 컨실러 NB,바닐라코 아이 러브 브로우 스타일링 오토 펜슬 01 Light Brown,베카 (Becca) 쉬머링 스킨 퍼펙터 프레스드 하이라이터 펄,맥 (MAC) 맥 이즈 뷰티 립스틱 릴 섹시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 태민 괴도 메이크업 Taemin Danger Cover Makeup | SSIN,https://youtu.be/bk-V1ZTbUa0,5:13,661963,2015. 3. 15.,https://img.youtube.com/vi/bk-V1ZTbUa0/0.jpg,바닐라코 아이 러브 브로우 스타일링 오토 펜슬 01 Light Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 앰버 메이크업 Amber [Shake that brass] Cover Makeup | SSIN,https://youtu.be/fSL4jBYpBoo,5:29,371118,2015. 3. 17.,https://img.youtube.com/vi/fSL4jBYpBoo/0.jpg,랑콤 뗑 미라클 핏 파운데이션 [SPF25/PA+++] O - 015 크림 베이지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 엑소 카이 메이크업 EXO KAI cover makeup tutorial | SSIN,https://youtu.be/BWLy0jwEIVg,6:30,1719263,2015. 2. 9.,https://img.youtube.com/vi/BWLy0jwEIVg/0.jpg,네이처리퍼블릭 슈퍼 아쿠아 맥스 컴비네이션 수분크림 ,캐트리스 올라운드 컨실러 ,네이처리퍼블릭 보테니컬 크림 컨실러 23호 내추럴베이지,네이처리퍼블릭 바이 플라워 아이섀도 37호 프라이머 섀도 ,어반디케이 (URBAN DECAY) 네이키드 2 아이섀도우 팔레트 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 블락비 지코 메이크업 Block b ZICO cover makeup tutorial,https://youtu.be/si8JNa9q81o,4:41,526044,2015. 1. 12.,https://img.youtube.com/vi/si8JNa9q81o/0.jpg,아리따움 월드글램 코팅 틴트 파리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
블랙핑크 제니 메이크업 Blackpink Jennie makeup tutorial | SSIN,https://youtu.be/pnH1Oqxiing,6:24,561746,2017. 7. 10.,https://img.youtube.com/vi/pnH1Oqxiing/0.jpg,키엘 캑터스 플라워 & 티벳탄 진생 하이드레이팅 미스트 75ml,투쿨포스쿨 아트클래스 스튜디오 컨실드 크렘 3호 허니,문샷 마이크로 세팅핏 쿠션 [SPF50+/PA+++] 301호 허니,루나 에센스 수분광 팩트 AD [SPF50+/PA+++] 퓨어 베이지,슈에무라 글로우 온 P 소프트 코랄 332,투쿨포스쿨 아트클래스 스튜디오 컨실드 크렘 2호 베이지,베네피트 (benefit) 프리사이슬리 마이 브로우 펜슬 3 웜 라이트 브라운,어퓨 컬러 립 스테인(벨벳틴트) RD101 원바이원(라뮤끄에디션),,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 방탄소년단 정국 메이크업 BTS Jungkook inspired makeup | SSIN,https://youtu.be/RsKSwaLKMDM,8:11,900371,2015. 11. 10.,https://img.youtube.com/vi/RsKSwaLKMDM/0.jpg,손앤박 뷰티 워터 토닝 패드 ,키엘 수퍼 멀티 코렉티브 크림 ,손앤박 올 댓 쉬머링 키트 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(ENG) 방탄소년단 '쩔어' 지민 메이크업 : BTS 'Dope' Jimin Inspired Makeup | SSIN,https://youtu.be/kPlr1MiMKYY,6:32,1332648,2015. 8. 19.,https://img.youtube.com/vi/kPlr1MiMKYY/0.jpg,아이오페 퍼펙트 드로잉 젤 라이너 03호 쉬머 브라운,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seventeen Wonwoo makeup tutorial 세븐틴 원우 서가대 환청남 메이크업 | SSIN,https://youtu.be/AcOqunj-iYk,5:56,559892,2016. 2. 26.,https://img.youtube.com/vi/AcOqunj-iYk/0.jpg,세타필 모이스춰라이징 크림 85g(10,스킨푸드 미네랄 슈가 트리플 섀도우 7호 라즈베리 타르트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
